manuscript	status	language	material	period	site	composition_type	ir_images	ir_recto	ir_with_sqe_match	ir_with_etcbc_fragment	ir_single_text_fragment	ir_exact_link	sqe_editions	etcbc_scroll	etcbc_fragments	etcbc_preserved	etcbc_certain	etcbc_fragments_imaged	etcbc_preserved_imaged	etcbc_scrolls_via_images
XHev/Se60	no LL record						1	1	0	0	0	0	1319		0	0	0	0	0	
XHev/Se61	no LL record						3	3	0	0	0	0	1320		0	0	0	0	0	
XHev/Se63	no LL record						2	2	0	0	0	0	1321		0	0	0	0	0	
XHev/Se64	excluded: Greek script	Greek	Papyrus	Hellenistic-Roman	Unknown Cave	Other	5	4	0	0	0	0	1322		0	0	0	0	0	
XHev/Se66	no LL record						1	1	0	0	0	0	1323		0	0	0	0	0	
XHev/Se67	no LL record						1	1	0	0	0	0	1324		0	0	0	0	0	
XHev/Se68	no LL record						2	2	0	0	0	0	1325		0	0	0	0	0	
XHev/Se69	no LL record						12	12	0	0	0	0	1326		0	0	0	0	0	
XHev/Se7	square	Aramaic	Parchment	Roman	Unknown Cave	Other	1	1	0	0	0	0	1327		0	0	0	0	0	
XHev/Se70	excluded: Greek script	Greek	Papyrus	Hellenistic-Roman	Unknown Cave	Unidentified Text	1	1	0	0	0	0	1328		0	0	0	0	0	
XHev/Se71	excluded: Greek script	Greek	Papyrus	Hellenistic-Roman	Unknown Cave	Unidentified Text	1	1	0	0	0	0	1329		0	0	0	0	0	
XHev/Se72	excluded: Greek script	Greek	Papyrus	Hellenistic-Roman	Unknown Cave	Unidentified Text	1	1	0	0	0	0	1330		0	0	0	0	0	
XHev/Se 8	square	Hebrew	Papyrus	Roman	Unknown Cave	Other	0	0	0	0	0	0	1303		0	0	0	0	0	
XHev/Se 8a	square	Aramaic	Papyrus	Roman	Unknown Cave	Other	0	0	0	0	0	0			0	0	0	0	0	
XHev/Se Nab. 2 (862)	excluded: Nabatean script	Nabatean	Papyrus	Roman	Unknown Cave	Other	12	11	0	0	0	0			0	0	0	0	0	
